Game no. 19003, scored 41, dcards: 1 complete and 2 incomplete totaling 3 for -7 points, took 150 turns (1.14 seconds)
Game no. 19042, scored 70, dcards: 3 complete and 0 incomplete totaling 3 for 22 points, took 151 turns (1.16 seconds)
Game no. 19043, scored 0, dcards: 0 complete and 3 incomplete totaling 3 for -55 points, took 167 turns (1.37 seconds)
Game no. 19044, scored 51, dcards: 1 complete and 2 incomplete totaling 3 for 4 points, took 154 turns (1.24 seconds)
Game no. 19045, scored 30, dcards: 1 complete and 2 incomplete totaling 3 for -12 points, took 146 turns (1.17 seconds)
Game no. 19046, scored 21, dcards: 1 complete and 2 incomplete totaling 3 for -12 points, took 134 turns (1.15 seconds)
Game no. 19047, scored 45, dcards: 1 complete and 2 incomplete totaling 3 for -19 points, took 168 turns (1.43 seconds)
Game no. 19048, scored 19, dcards: 0 complete and 3 incomplete totaling 3 for -30 points, took 153 turns (1.27 seconds)
Game no. 19049, scored 51, dcards: 2 complete and 1 incomplete totaling 3 for -6 points, took 163 turns (1.34 seconds)
Game no. 19050, scored 47, dcards: 2 complete and 1 incomplete totaling 3 for -3 points, took 144 turns (1.20 seconds)
Game no. 19051, scored 55, dcards: 2 complete and 1 incomplete totaling 3 for 7 points, took 142 turns (1.19 seconds)
Game no. 19052, scored 32, dcards: 1 complete and 2 incomplete totaling 3 for -22 points, took 141 turns (1.22 seconds)
Game no. 19053, scored 5, dcards: 0 complete and 3 incomplete totaling 3 for -28 points, took 132 turns (1.09 seconds)
Game no. 19054, scored 18, dcards: 0 complete and 3 incomplete totaling 3 for -31 points, took 164 turns (1.31 seconds)
Game no. 19055, scored 47, dcards: 2 complete and 2 incomplete totaling 4 for 7 points, took 148 turns (1.23 seconds)
Game no. 19056, scored 16, dcards: 1 complete and 2 incomplete totaling 3 for -25 points, took 139 turns (1.15 seconds)
Game no. 19057, scored 31, dcards: 1 complete and 2 incomplete totaling 3 for -9 points, took 157 turns (1.27 seconds)
Game no. 19058, scored 70, dcards: 2 complete and 1 incomplete totaling 3 for 18 points, took 155 turns (1.27 seconds)
Game no. 19059, scored 5, dcards: 0 complete and 3 incomplete totaling 3 for -29 points, took 151 turns (1.24 seconds)
Game no. 19060, scored 39, dcards: 1 complete and 2 incomplete totaling 3 for -9 points, took 142 turns (1.17 seconds)
Game no. 19061, scored 76, dcards: 3 complete and 0 incomplete totaling 3 for 26 points, took 157 turns (1.31 seconds)
Game no. 19062, scored 47, dcards: 1 complete and 2 incomplete totaling 3 for -12 points, took 150 turns (1.29 seconds)
Game no. 19063, scored 11, dcards: 0 complete and 3 incomplete totaling 3 for -30 points, took 140 turns (1.12 seconds)
Game no. 19064, scored 101, dcards: 3 complete and 0 incomplete totaling 3 for 36 points, took 165 turns (1.31 seconds)
Game no. 19065, scored 36, dcards: 1 complete and 2 incomplete totaling 3 for -21 points, took 156 turns (1.31 seconds)
Game no. 19066, scored 62, dcards: 1 complete and 2 incomplete totaling 3 for -2 points, took 148 turns (1.24 seconds)
Game no. 19067, scored 88, dcards: 3 complete and 0 incomplete totaling 3 for 45 points, took 162 turns (1.33 seconds)
Game no. 19068, scored 24, dcards: 1 complete and 2 incomplete totaling 3 for -24 points, took 162 turns (1.28 seconds)
Game no. 19069, scored 13, dcards: 0 complete and 3 incomplete totaling 3 for -35 points, took 163 turns (1.35 seconds)
Game no. 19070, scored 5, dcards: 0 complete and 3 incomplete totaling 3 for -31 points, took 135 turns (1.09 seconds)
Game no. 19071, scored 30, dcards: 1 complete and 2 incomplete totaling 3 for -11 points, took 151 turns (1.24 seconds)
Game no. 19072, scored 54, dcards: 2 complete and 1 incomplete totaling 3 for -5 points, took 146 turns (1.22 seconds)
Game no. 19073, scored 103, dcards: 3 complete and 0 incomplete totaling 3 for 24 points, took 160 turns (1.29 seconds)
Game no. 19074, scored 9, dcards: 0 complete and 3 incomplete totaling 3 for -25 points, took 146 turns (1.17 seconds)
Game no. 19075, scored 25, dcards: 1 complete and 2 incomplete totaling 3 for -12 points, took 155 turns (1.17 seconds)
Game no. 19076, scored 58, dcards: 2 complete and 1 incomplete totaling 3 for 20 points, took 149 turns (1.22 seconds)
Game no. 19077, scored -6, dcards: 0 complete and 3 incomplete totaling 3 for -50 points, took 156 turns (1.22 seconds)
Game no. 19078, scored 39, dcards: 1 complete and 2 incomplete totaling 3 for -8 points, took 150 turns (1.23 seconds)
Game no. 19079, scored 12, dcards: 0 complete and 3 incomplete totaling 3 for -31 points, took 156 turns (1.28 seconds)
Game no. 19080, scored 33, dcards: 1 complete and 2 incomplete totaling 3 for -17 points, took 163 turns (1.28 seconds)
Game no. 19081, scored 31, dcards: 1 complete and 2 incomplete totaling 3 for -15 points, took 146 turns (1.22 seconds)
Game no. 19082, scored 43, dcards: 1 complete and 2 incomplete totaling 3 for -10 points, took 135 turns (1.16 seconds)
Game no. 19083, scored 42, dcards: 1 complete and 1 incomplete totaling 2 for 0 points, took 150 turns (1.22 seconds)
Game no. 19084, scored 20, dcards: 0 complete and 2 incomplete totaling 2 for -30 points, took 162 turns (1.32 seconds)
Game no. 19085, scored 57, dcards: 1 complete and 2 incomplete totaling 3 for -21 points, took 155 turns (1.30 seconds)
Game no. 19086, scored 37, dcards: 1 complete and 2 incomplete totaling 3 for -7 points, took 147 turns (1.19 seconds)
Game no. 19087, scored 21, dcards: 0 complete and 3 incomplete totaling 3 for -27 points, took 154 turns (1.22 seconds)
Game no. 19088, scored 1, dcards: 0 complete and 3 incomplete totaling 3 for -39 points, took 152 turns (1.25 seconds)
Game no. 19089, scored 68, dcards: 2 complete and 1 incomplete totaling 3 for 11 points, took 163 turns (1.26 seconds)
Game no. 19090, scored 13, dcards: 0 complete and 3 incomplete totaling 3 for -31 points, took 154 turns (1.26 seconds)
Game no. 19091, scored 67, dcards: 2 complete and 1 incomplete totaling 3 for 17 points, took 138 turns (1.15 seconds)
Game no. 19092, scored 78, dcards: 3 complete and 0 incomplete totaling 3 for 28 points, took 171 turns (1.40 seconds)
Game no. 19093, scored 10, dcards: 0 complete and 3 incomplete totaling 3 for -34 points, took 151 turns (1.21 seconds)
Game no. 19094, scored -15, dcards: 0 complete and 3 incomplete totaling 3 for -49 points, took 131 turns (1.07 seconds)
Game no. 19095, scored -12, dcards: 0 complete and 3 incomplete totaling 3 for -50 points, took 149 turns (1.26 seconds)
Game no. 19096, scored 107, dcards: 3 complete and 0 incomplete totaling 3 for 37 points, took 152 turns (1.34 seconds)
Game no. 19097, scored 92, dcards: 3 complete and 0 incomplete totaling 3 for 23 points, took 148 turns (1.19 seconds)
Game no. 19098, scored 13, dcards: 0 complete and 3 incomplete totaling 3 for -33 points, took 145 turns (1.18 seconds)
Game no. 19099, scored 8, dcards: 0 complete and 3 incomplete totaling 3 for -39 points, took 152 turns (1.29 seconds)
Game no. 19100, scored 34, dcards: 1 complete and 2 incomplete totaling 3 for -7 points, took 146 turns (1.18 seconds)
Game no. 19101, scored -15, dcards: 0 complete and 3 incomplete totaling 3 for -43 points, took 146 turns (1.21 seconds)
Game no. 19102, scored 69, dcards: 2 complete and 1 incomplete totaling 3 for 6 points, took 154 turns (1.28 seconds)
Game no. 19103, scored 23, dcards: 1 complete and 2 incomplete totaling 3 for -22 points, took 164 turns (1.29 seconds)
Game no. 19104, scored -5, dcards: 0 complete and 3 incomplete totaling 3 for -45 points, took 148 turns (1.28 seconds)
Game no. 19105, scored 38, dcards: 1 complete and 2 incomplete totaling 3 for -4 points, took 158 turns (1.31 seconds)
Game no. 19106, scored 0, dcards: 0 complete and 3 incomplete totaling 3 for -36 points, took 155 turns (1.28 seconds)
Game no. 19107, scored -1, dcards: 0 complete and 3 incomplete totaling 3 for -41 points, took 149 turns (1.21 seconds)
Game no. 19108, scored 24, dcards: 0 complete and 3 incomplete totaling 3 for -30 points, took 153 turns (1.22 seconds)
Game no. 19109, scored 13, dcards: 1 complete and 2 incomplete totaling 3 for -33 points, took 152 turns (1.22 seconds)
Game no. 19110, scored 10, dcards: 0 complete and 3 incomplete totaling 3 for -39 points, took 158 turns (1.33 seconds)
Game no. 19111, scored 3, dcards: 0 complete and 3 incomplete totaling 3 for -31 points, took 141 turns (1.22 seconds)
Game no. 19112, scored -1, dcards: 0 complete and 3 incomplete totaling 3 for -43 points, took 161 turns (1.29 seconds)
Game no. 19113, scored 93, dcards: 3 complete and 0 incomplete totaling 3 for 23 points, took 155 turns (1.33 seconds)
Game no. 19114, scored -21, dcards: 0 complete and 3 incomplete totaling 3 for -54 points, took 143 turns (1.19 seconds)
Game no. 19115, scored 98, dcards: 3 complete and 0 incomplete totaling 3 for 26 points, took 161 turns (1.39 seconds)
Game no. 19116, scored 0, dcards: 0 complete and 3 incomplete totaling 3 for -37 points, took 147 turns (1.18 seconds)
Game no. 19117, scored 11, dcards: 0 complete and 3 incomplete totaling 3 for -38 points, took 159 turns (1.37 seconds)
Game no. 19118, scored 19, dcards: 1 complete and 2 incomplete totaling 3 for -23 points, took 167 turns (1.29 seconds)
Game no. 19119, scored 5, dcards: 0 complete and 2 incomplete totaling 2 for -33 points, took 151 turns (1.20 seconds)
Game no. 19120, scored 72, dcards: 1 complete and 1 incomplete totaling 2 for 6 points, took 152 turns (1.26 seconds)
Game no. 19121, scored 77, dcards: 2 complete and 1 incomplete totaling 3 for 12 points, took 153 turns (1.34 seconds)
Game no. 19122, scored -5, dcards: 0 complete and 3 incomplete totaling 3 for -41 points, took 142 turns (1.19 seconds)
Game no. 19123, scored -3, dcards: 0 complete and 3 incomplete totaling 3 for -36 points, took 151 turns (1.19 seconds)
Game no. 19124, scored 85, dcards: 2 complete and 0 incomplete totaling 2 for 21 points, took 150 turns (1.26 seconds)
Game no. 19125, scored -6, dcards: 0 complete and 3 incomplete totaling 3 for -42 points, took 149 turns (1.26 seconds)
Game no. 19126, scored 25, dcards: 0 complete and 2 incomplete totaling 2 for -27 points, took 149 turns (1.23 seconds)
Game no. 19127, scored 97, dcards: 2 complete and 0 incomplete totaling 2 for 31 points, took 145 turns (1.17 seconds)
Game no. 19128, scored 80, dcards: 3 complete and 0 incomplete totaling 3 for 31 points, took 147 turns (1.21 seconds)
Game no. 19129, scored 80, dcards: 3 complete and 0 incomplete totaling 3 for 23 points, took 145 turns (1.19 seconds)
Game no. 19130, scored 111, dcards: 3 complete and 0 incomplete totaling 3 for 27 points, took 158 turns (1.32 seconds)
Game no. 19131, scored 57, dcards: 3 complete and 1 incomplete totaling 4 for 18 points, took 147 turns (1.22 seconds)
Game no. 19132, scored 61, dcards: 2 complete and 1 incomplete totaling 3 for 5 points, took 157 turns (1.32 seconds)
Game no. 19133, scored 85, dcards: 4 complete and 1 incomplete totaling 5 for 28 points, took 151 turns (1.32 seconds)
Game no. 19134, scored 78, dcards: 4 complete and 0 incomplete totaling 4 for 33 points, took 151 turns (1.30 seconds)
Game no. 19135, scored -13, dcards: 0 complete and 3 incomplete totaling 3 for -47 points, took 140 turns (1.15 seconds)
Game no. 19136, scored 19, dcards: 1 complete and 2 incomplete totaling 3 for -21 points, took 157 turns (1.32 seconds)
Game no. 19137, scored 34, dcards: 4 complete and 2 incomplete totaling 6 for 2 points, took 133 turns (1.14 seconds)
Game no. 19138, scored 84, dcards: 3 complete and 0 incomplete totaling 3 for 37 points, took 145 turns (1.19 seconds)
Game no. 19139, scored 69, dcards: 2 complete and 1 incomplete totaling 3 for 13 points, took 161 turns (1.30 seconds)
Game no. 19140, scored 2, dcards: 0 complete and 3 incomplete totaling 3 for -31 points, took 159 turns (1.28 seconds)
Game no. 19141, scored 10, dcards: 0 complete and 3 incomplete totaling 3 for -28 points, took 146 turns (1.18 seconds)
Game no. 19142, scored 10, dcards: 0 complete and 3 incomplete totaling 3 for -44 points, took 154 turns (1.24 seconds)
Game no. 19143, scored -1, dcards: 0 complete and 3 incomplete totaling 3 for -43 points, took 141 turns (1.15 seconds)
Game no. 19144, scored 78, dcards: 2 complete and 1 incomplete totaling 3 for 16 points, took 179 turns (1.43 seconds)
Game no. 19145, scored 8, dcards: 0 complete and 3 incomplete totaling 3 for -35 points, took 152 turns (1.27 seconds)
Game no. 19146, scored 22, dcards: 1 complete and 2 incomplete totaling 3 for -11 points, took 154 turns (1.24 seconds)
Game no. 19147, scored 0, dcards: 0 complete and 3 incomplete totaling 3 for -42 points, took 160 turns (1.29 seconds)
Game no. 19148, scored -1, dcards: 0 complete and 3 incomplete totaling 3 for -36 points, took 158 turns (1.26 seconds)
Game no. 19149, scored 55, dcards: 1 complete and 2 incomplete totaling 3 for -3 points, took 151 turns (1.26 seconds)
Game no. 19150, scored -2, dcards: 0 complete and 3 incomplete totaling 3 for -29 points, took 140 turns (1.14 seconds)
Game no. 19151, scored 99, dcards: 3 complete and 0 incomplete totaling 3 for 44 points, took 145 turns (1.22 seconds)
Game no. 19152, scored 12, dcards: 0 complete and 3 incomplete totaling 3 for -29 points, took 141 turns (1.19 seconds)
Game no. 19153, scored -3, dcards: 0 complete and 3 incomplete totaling 3 for -46 points, took 155 turns (1.29 seconds)
Game no. 19154, scored 39, dcards: 1 complete and 1 incomplete totaling 2 for -9 points, took 152 turns (1.21 seconds)
Game no. 19155, scored 28, dcards: 2 complete and 3 incomplete totaling 5 for -26 points, took 162 turns (1.44 seconds)
Game no. 19156, scored 70, dcards: 1 complete and 1 incomplete totaling 2 for 15 points, took 153 turns (1.28 seconds)
Game no. 19157, scored 51, dcards: 1 complete and 2 incomplete totaling 3 for -14 points, took 157 turns (1.39 seconds)
Game no. 19158, scored 55, dcards: 2 complete and 1 incomplete totaling 3 for 3 points, took 148 turns (1.20 seconds)
Game no. 19159, scored 33, dcards: 0 complete and 2 incomplete totaling 2 for -22 points, took 155 turns (1.20 seconds)
Game no. 19160, scored 77, dcards: 3 complete and 0 incomplete totaling 3 for 30 points, took 141 turns (1.15 seconds)
Game no. 19161, scored 27, dcards: 0 complete and 2 incomplete totaling 2 for -22 points, took 159 turns (1.24 seconds)
Game no. 19162, scored 31, dcards: 1 complete and 2 incomplete totaling 3 for -14 points, took 157 turns (1.29 seconds)
Game no. 19163, scored 21, dcards: 1 complete and 2 incomplete totaling 3 for -19 points, took 152 turns (1.28 seconds)
Game no. 19164, scored 27, dcards: 1 complete and 2 incomplete totaling 3 for -23 points, took 160 turns (1.25 seconds)
Game no. 19165, scored 10, dcards: 0 complete and 3 incomplete totaling 3 for -22 points, took 145 turns (1.19 seconds)
Game no. 19166, scored 21, dcards: 1 complete and 2 incomplete totaling 3 for -19 points, took 141 turns (1.18 seconds)
Game no. 19167, scored 53, dcards: 2 complete and 1 incomplete totaling 3 for 8 points, took 156 turns (1.29 seconds)
Game no. 19168, scored -15, dcards: 0 complete and 3 incomplete totaling 3 for -54 points, took 143 turns (1.23 seconds)
Game no. 19169, scored 52, dcards: 2 complete and 0 incomplete totaling 2 for 17 points, took 142 turns (1.07 seconds)
Game no. 19170, scored 11, dcards: 0 complete and 2 incomplete totaling 2 for -29 points, took 154 turns (1.24 seconds)
Game no. 19171, scored 34, dcards: 2 complete and 2 incomplete totaling 4 for -11 points, took 153 turns (1.20 seconds)
Game no. 19172, scored 112, dcards: 3 complete and 0 incomplete totaling 3 for 41 points, took 156 turns (1.28 seconds)
Game no. 19173, scored 56, dcards: 1 complete and 2 incomplete totaling 3 for -5 points, took 145 turns (1.17 seconds)
Game no. 19174, scored 42, dcards: 2 complete and 1 incomplete totaling 3 for 9 points, took 140 turns (1.15 seconds)
Game no. 19175, scored 49, dcards: 1 complete and 1 incomplete totaling 2 for 5 points, took 149 turns (1.17 seconds)
Game no. 19176, scored 37, dcards: 1 complete and 1 incomplete totaling 2 for -2 points, took 153 turns (1.21 seconds)
Game no. 19177, scored 68, dcards: 3 complete and 0 incomplete totaling 3 for 30 points, took 147 turns (1.18 seconds)
Game no. 19178, scored 29, dcards: 0 complete and 3 incomplete totaling 3 for -35 points, took 148 turns (1.28 seconds)
Game no. 19179, scored 56, dcards: 3 complete and 1 incomplete totaling 4 for 18 points, took 155 turns (1.22 seconds)
Game no. 19180, scored 69, dcards: 2 complete and 1 incomplete totaling 3 for 11 points, took 155 turns (1.30 seconds)
Game no. 19181, scored 83, dcards: 3 complete and 0 incomplete totaling 3 for 30 points, took 154 turns (1.25 seconds)
Game no. 19182, scored 12, dcards: 0 complete and 3 incomplete totaling 3 for -36 points, took 135 turns (1.18 seconds)
Game no. 19183, scored 80, dcards: 3 complete and 0 incomplete totaling 3 for 30 points, took 140 turns (1.15 seconds)
Game no. 19184, scored 76, dcards: 3 complete and 0 incomplete totaling 3 for 24 points, took 149 turns (1.22 seconds)
Game no. 19185, scored 19, dcards: 0 complete and 3 incomplete totaling 3 for -41 points, took 160 turns (1.37 seconds)
Game no. 19186, scored 104, dcards: 3 complete and 0 incomplete totaling 3 for 37 points, took 145 turns (1.20 seconds)
Game no. 19187, scored 12, dcards: 0 complete and 3 incomplete totaling 3 for -38 points, took 160 turns (1.31 seconds)
Game no. 19188, scored 11, dcards: 0 complete and 3 incomplete totaling 3 for -29 points, took 158 turns (1.23 seconds)
Game no. 19189, scored 30, dcards: 1 complete and 2 incomplete totaling 3 for -17 points, took 143 turns (1.11 seconds)
Game no. 19190, scored 43, dcards: 1 complete and 2 incomplete totaling 3 for -8 points, took 160 turns (1.25 seconds)
Game no. 19191, scored 28, dcards: 1 complete and 2 incomplete totaling 3 for -16 points, took 151 turns (1.27 seconds)
Game no. 19192, scored 4, dcards: 0 complete and 3 incomplete totaling 3 for -57 points, took 158 turns (1.39 seconds)
Game no. 19193, scored 36, dcards: 1 complete and 2 incomplete totaling 3 for -14 points, took 139 turns (1.14 seconds)
Game no. 19194, scored 35, dcards: 1 complete and 2 incomplete totaling 3 for -15 points, took 168 turns (1.41 seconds)
Game no. 19195, scored 7, dcards: 0 complete and 2 incomplete totaling 2 for -30 points, took 143 turns (1.14 seconds)
Game no. 19196, scored 51, dcards: 2 complete and 1 incomplete totaling 3 for -5 points, took 150 turns (1.23 seconds)
Game no. 19197, scored 0, dcards: 0 complete and 2 incomplete totaling 2 for -40 points, took 155 turns (1.27 seconds)
Game no. 19198, scored 107, dcards: 3 complete and 0 incomplete totaling 3 for 41 points, took 154 turns (1.29 seconds)
Game no. 19199, scored 3, dcards: 0 complete and 2 incomplete totaling 2 for -28 points, took 146 turns (1.18 seconds)
Game no. 19200, scored 24, dcards: 1 complete and 1 incomplete totaling 2 for -11 points, took 152 turns (1.23 seconds)
Game no. 19201, scored 42, dcards: 2 complete and 1 incomplete totaling 3 for 4 points, took 145 turns (1.19 seconds)
Game no. 19202, scored 83, dcards: 3 complete and 0 incomplete totaling 3 for 28 points, took 174 turns (1.35 seconds)
Game no. 19203, scored 53, dcards: 2 complete and 2 incomplete totaling 4 for 4 points, took 162 turns (1.40 seconds)
Game no. 19204, scored 55, dcards: 2 complete and 1 incomplete totaling 3 for 10 points, took 148 turns (1.19 seconds)
Game no. 19205, scored 70, dcards: 2 complete and 1 incomplete totaling 3 for 3 points, took 157 turns (1.29 seconds)
Game no. 19206, scored 68, dcards: 2 complete and 0 incomplete totaling 2 for 21 points, took 153 turns (1.19 seconds)
Game no. 19207, scored 137, dcards: 3 complete and 0 incomplete totaling 3 for 46 points, took 148 turns (1.26 seconds)
Game no. 19208, scored 65, dcards: 2 complete and 1 incomplete totaling 3 for 4 points, took 153 turns (1.34 seconds)
Game no. 19209, scored 54, dcards: 2 complete and 1 incomplete totaling 3 for 5 points, took 143 turns (1.24 seconds)
Game no. 19210, scored 79, dcards: 2 complete and 1 incomplete totaling 3 for 24 points, took 150 turns (1.24 seconds)
Game no. 19211, scored 31, dcards: 1 complete and 2 incomplete totaling 3 for -16 points, took 142 turns (1.18 seconds)
Game no. 19212, scored 57, dcards: 2 complete and 0 incomplete totaling 2 for 20 points, took 148 turns (1.14 seconds)
Game no. 19213, scored 16, dcards: 1 complete and 2 incomplete totaling 3 for -15 points, took 148 turns (1.26 seconds)
Game no. 19214, scored 37, dcards: 2 complete and 1 incomplete totaling 3 for 3 points, took 151 turns (1.17 seconds)
Game no. 19215, scored 37, dcards: 1 complete and 2 incomplete totaling 3 for -24 points, took 142 turns (1.16 seconds)
Game no. 19216, scored 64, dcards: 2 complete and 1 incomplete totaling 3 for 17 points, took 150 turns (1.27 seconds)
Game no. 19217, scored 58, dcards: 2 complete and 1 incomplete totaling 3 for -1 points, took 133 turns (1.13 seconds)
Game no. 19218, scored 96, dcards: 3 complete and 0 incomplete totaling 3 for 42 points, took 148 turns (1.21 seconds)
Game no. 19219, scored 71, dcards: 4 complete and 1 incomplete totaling 5 for 36 points, took 135 turns (1.18 seconds)
Game no. 19220, scored 86, dcards: 2 complete and 1 incomplete totaling 3 for 31 points, took 143 turns (1.24 seconds)
Game no. 19221, scored 69, dcards: 3 complete and 0 incomplete totaling 3 for 23 points, took 140 turns (1.19 seconds)
Game no. 19222, scored -17, dcards: 0 complete and 3 incomplete totaling 3 for -51 points, took 141 turns (1.15 seconds)
Game no. 19223, scored 54, dcards: 2 complete and 1 incomplete totaling 3 for 14 points, took 160 turns (1.30 seconds)
Game no. 19224, scored 52, dcards: 1 complete and 2 incomplete totaling 3 for -18 points, took 145 turns (1.24 seconds)
Game no. 19225, scored 27, dcards: 0 complete and 3 incomplete totaling 3 for -37 points, took 154 turns (1.25 seconds)
Game no. 19226, scored 6, dcards: 0 complete and 3 incomplete totaling 3 for -37 points, took 166 turns (1.31 seconds)
Game no. 19227, scored 83, dcards: 1 complete and 2 incomplete totaling 3 for 6 points, took 142 turns (1.20 seconds)
Game no. 19228, scored 16, dcards: 0 complete and 3 incomplete totaling 3 for -39 points, took 145 turns (1.24 seconds)
Game no. 19229, scored 24, dcards: 1 complete and 2 incomplete totaling 3 for -26 points, took 159 turns (1.30 seconds)
Game no. 19230, scored 105, dcards: 2 complete and 0 incomplete totaling 2 for 25 points, took 154 turns (1.25 seconds)
Game no. 19231, scored 85, dcards: 2 complete and 0 incomplete totaling 2 for 20 points, took 142 turns (1.19 seconds)
Game no. 19232, scored 107, dcards: 3 complete and 0 incomplete totaling 3 for 37 points, took 151 turns (1.24 seconds)
Game no. 19233, scored 108, dcards: 2 complete and 0 incomplete totaling 2 for 28 points, took 134 turns (1.14 seconds)
Game no. 19234, scored 91, dcards: 3 complete and 0 incomplete totaling 3 for 34 points, took 138 turns (1.16 seconds)
Game no. 19235, scored 59, dcards: 2 complete and 1 incomplete totaling 3 for 2 points, took 161 turns (1.35 seconds)
Game no. 19236, scored 73, dcards: 3 complete and 0 incomplete totaling 3 for 18 points, took 140 turns (1.18 seconds)
Game no. 19237, scored 64, dcards: 2 complete and 1 incomplete totaling 3 for 10 points, took 147 turns (1.29 seconds)
Game no. 19238, scored 79, dcards: 3 complete and 0 incomplete totaling 3 for 27 points, took 149 turns (1.26 seconds)
Game no. 19239, scored 31, dcards: 1 complete and 2 incomplete totaling 3 for -27 points, took 157 turns (1.37 seconds)
Game no. 19240, scored 57, dcards: 2 complete and 1 incomplete totaling 3 for 9 points, took 150 turns (1.28 seconds)
Game no. 19241, scored -5, dcards: 0 complete and 3 incomplete totaling 3 for -36 points, took 140 turns (1.16 seconds)
Game no. 19242, scored 73, dcards: 2 complete and 1 incomplete totaling 3 for 10 points, took 160 turns (1.35 seconds)
